rpm,recovered_rpm,gamma_deg,phi_deg,d_mm,severity,valid,shard_file,row_in_shard,record_index,scene_index,speed_ripple_pct,speed_wander_pct
2203.5488534925544,2203.5488534925544,45.0,135.0,2.5,medium,1,train_waveforms_0006.npy,236,7214,360,0.221060478381468,0.245609552607394
2436.0285701861694,2436.0285701861694,45.0,135.0,5.0,high,1,train_waveforms_0005.npy,17,5271,263,1.6389110556735766,0.4874921826981745
1206.7764399538512,1206.776439953851,60.0,135.0,1.0,low,1,train_waveforms_0022.npy,179,23578,1178,0.0993372845443964,0.0736435258245827
1393.3158564005012,1393.315856400501,35.0,0.0,1.0,low,1,train_waveforms_0030.npy,179,31838,1591,0.0973393286791163,0.0747777960472417
1664.2880096075503,1664.2880096075503,0.0,45.0,5.0,clean,1,train_waveforms_0003.npy,139,3753,187,0.0,0.0
1486.284514507105,1486.284514507105,35.0,0.0,10.0,high,1,train_waveforms_0036.npy,188,38073,1903,1.4590736913962967,0.6143130450320184
885.6293790287594,885.6293790287597,45.0,0.0,2.5,high,1,train_waveforms_0020.npy,247,21874,1093,1.393686374637214,0.4910384613336401
2930.270353508613,2930.270353508613,0.0,0.0,2.5,medium,1,train_waveforms_0034.npy,66,35454,1772,0.2111702928711054,0.1263586166827937
2817.674252471948,2817.674252471948,0.0,45.0,5.0,high,1,train_waveforms_0002.npy,49,2351,117,1.444034583208742,0.7883061308438266
1862.4102705203368,1862.4102705203368,0.0,0.0,0.0,clean,1,train_waveforms_0044.npy,136,46216,2310,0.0,0.0
577.0396657234551,577.0396657234552,35.0,0.0,5.0,low,1,train_waveforms_0016.npy,185,17538,876,0.0490391200070088,0.0668630143706111
1039.424908357577,1039.424908357577,60.0,30.0,2.5,high,1,train_waveforms_0041.npy,109,42833,2141,1.2661041812054377,0.6916503250153622
2037.2503050170933,2037.2503050170933,0.0,90.0,5.0,low,1,train_waveforms_0046.npy,219,48807,2440,0.073154002406771,0.0295422329000589
1991.604890273465,1991.604890273465,20.0,90.0,1.0,severe,1,train_waveforms_0044.npy,79,45992,2299,3.9464457859909983,2.4784665454660995
2680.497687260328,2680.4976872603283,60.0,45.0,10.0,low,1,train_waveforms_0032.npy,25,33198,1659,0.0588816661065421,0.0473154892465376
2785.1796939952146,2785.179693995215,45.0,45.0,5.0,medium,1,train_waveforms_0019.npy,124,20397,1019,0.144375249095149,0.1793606327145546
866.7064760662995,866.7064760662995,0.0,30.0,5.0,severe,1,train_waveforms_0046.npy,142,48442,2422,1.5008395366462657,1.865291650831313
2107.3204499875656,2107.3204499875656,35.0,0.0,1.0,severe,1,train_waveforms_0042.npy,220,44423,2221,3.609393458931706,1.736148061200239
2713.378979929229,2713.378979929229,0.0,30.0,5.0,severe,1,train_waveforms_0027.npy,213,28859,1442,2.0115850894532845,1.1739207052417864
1943.802407469893,1943.8024074698928,20.0,0.0,1.0,severe,1,train_waveforms_0036.npy,126,37847,1892,2.2263188381625825,1.541460237716323
1082.0964161300408,1082.0964161300408,60.0,90.0,2.5,low,1,train_waveforms_0025.npy,53,26083,1304,0.0856041315188942,0.0718881075219669
1702.8690925537542,1702.8690925537544,35.0,45.0,5.0,low,1,train_waveforms_0019.npy,49,20068,1003,0.1181570196535918,0.0651124402215651
567.0928958493827,567.0928958493826,20.0,90.0,10.0,high,1,train_waveforms_0043.npy,118,45095,2254,0.6780211619518313,0.5863086694315482
2816.293154757686,2816.293154757686,60.0,90.0,2.5,clean,1,train_waveforms_0014.npy,84,14898,744,0.0,0.0
2309.4717088857064,2309.4717088857064,60.0,45.0,1.0,severe,1,train_waveforms_0001.npy,196,1881,94,3.0206184076135,1.7503754440478168
1013.80476921283,1013.80476921283,35.0,45.0,10.0,low,1,train_waveforms_0046.npy,120,48343,2417,0.1153469249179226,0.0440599112304675
1684.7508138310957,1684.7508138310957,45.0,135.0,10.0,medium,1,train_waveforms_0035.npy,92,36549,1827,0.2654969677152431,0.1815696305724407
1508.8272334358492,1508.8272334358492,35.0,0.0,5.0,severe,1,train_waveforms_0010.npy,69,10521,526,3.7961806678092858,2.47121821431158
2150.921953149917,2150.921953149918,35.0,90.0,2.5,severe,1,train_waveforms_0003.npy,151,3814,190,3.957828797041116,0.6372112082510425
2705.9591212488594,2705.9591212488594,60.0,90.0,2.5,medium,1,train_waveforms_0011.npy,183,12086,604,0.5152565452155632,0.2486329452068321
2057.297755810647,2057.297755810647,35.0,135.0,2.5,high,1,train_waveforms_0015.npy,116,16110,805,1.7707534713689408,0.4601259639934211
456.2626820542747,456.2626820542747,0.0,90.0,5.0,medium,1,train_waveforms_0028.npy,49,29218,1460,0.5624298037972395,0.2341528079286706
1428.9375236287535,1428.9375236287535,0.0,90.0,5.0,medium,1,train_waveforms_0026.npy,211,27813,1390,0.3851771183833374,0.1750311077091219
500.1242263280704,500.1242263280704,20.0,45.0,2.5,high,1,train_waveforms_0016.npy,130,17303,865,1.141564089321161,0.8611123155633291
1181.859763057785,1181.859763057785,60.0,45.0,10.0,low,1,train_waveforms_0034.npy,190,35991,1799,0.0739978524182494,0.0457307353857546
926.1488559399592,926.1488559399592,35.0,45.0,1.0,severe,1,train_waveforms_0035.npy,199,37062,1853,3.807026965704037,2.36452013792177
960.6153545376172,960.6153545376172,45.0,135.0,1.0,medium,1,train_waveforms_0020.npy,169,21547,1077,0.2819995357916467,0.2065298422954861
575.3939462457757,575.3939462457759,20.0,0.0,10.0,medium,1,train_waveforms_0021.npy,136,22365,1118,0.5349928038285369,0.2680506124898342
640.9796063549474,640.9796063549475,45.0,45.0,5.0,high,1,train_waveforms_0040.npy,17,41382,2069,1.6616465805402028,0.2053631517587011
